"","t","crop","cover","country","annual_yield","fym","biomass_distrib","bio_mass_input","residues","cc","cc_name","tillage_cr","DR","flag","cf1","cf2","cf3"
"1",0.0833333333333333,"COTTON",0,"US",1.335,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"2",0.166666666666667,"COTTON",0,"US",1.335,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"3",0.25,"COTTON",0,"US",1.335,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"4",0.333333333333333,"COTTON",0,"US",1.335,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"5",0.416666666666667,"COTTON",0,"US",1.335,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"6",0.5,"COTTON",0,"US",1.335,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"7",0.583333333333333,"COTTON",0,"US",1.335,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"8",0.666666666666667,"COTTON",0,"US",1.335,0,1,0,0.141512720125,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"9",0.75,"COTTON",0,"US",1.335,0,0,0,0,0,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"10",0.833333333333333,"COTTON",0,"US",1.335,0,0,0,0,0,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"11",0.916666666666667,"COTTON",0,"US",1.335,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"12",1,"COTTON",0,"US",1.335,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"13",1.08333333333333,"SORGHUM",0,"US",4.5554375,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"14",1.16666666666667,"SORGHUM",0,"US",4.5554375,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"15",1.25,"SORGHUM",0,"US",4.5554375,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"16",1.33333333333333,"SORGHUM",0,"US",4.5554375,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"17",1.41666666666667,"SORGHUM",0,"US",4.5554375,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"18",1.5,"SORGHUM",0,"US",4.5554375,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"19",1.58333333333333,"SORGHUM",0,"US",4.5554375,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"20",1.66666666666667,"SORGHUM",0,"US",4.5554375,0,1,0,0.6016727975,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"21",1.75,"SORGHUM",0,"US",4.5554375,0,0,0,0,0,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"22",1.83333333333333,"SORGHUM",0,"US",4.5554375,0,0,0,0,0,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"23",1.91666666666667,"SORGHUM",0,"US",4.5554375,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"24",2,"SORGHUM",0,"US",4.5554375,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"25",2.08333333333333,"COTTON",0,"US",1.335,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"26",2.16666666666667,"COTTON",0,"US",1.335,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"27",2.25,"COTTON",0,"US",1.335,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"28",2.33333333333333,"COTTON",0,"US",1.335,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"29",2.41666666666667,"COTTON",0,"US",1.335,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"30",2.5,"COTTON",0,"US",1.335,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"31",2.58333333333333,"COTTON",0,"US",1.335,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"32",2.66666666666667,"COTTON",0,"US",1.335,0,1,0,0.141512720125,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"33",2.75,"COTTON",0,"US",1.335,0,0,0,0,0,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"34",2.83333333333333,"COTTON",0,"US",1.335,0,0,0,0,0,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"35",2.91666666666667,"COTTON",0,"US",1.335,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"36",3,"COTTON",0,"US",1.335,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"37",3.08333333333333,"SORGHUM",0,"US",4.5554375,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"38",3.16666666666667,"SORGHUM",0,"US",4.5554375,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"39",3.25,"SORGHUM",0,"US",4.5554375,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"40",3.33333333333333,"SORGHUM",0,"US",4.5554375,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"41",3.41666666666667,"SORGHUM",0,"US",4.5554375,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"42",3.5,"SORGHUM",0,"US",4.5554375,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"43",3.58333333333333,"SORGHUM",0,"US",4.5554375,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"44",3.66666666666667,"SORGHUM",0,"US",4.5554375,0,1,0,0.6016727975,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"45",3.75,"SORGHUM",0,"US",4.5554375,0,0,0,0,0,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"46",3.83333333333333,"SORGHUM",0,"US",4.5554375,0,0,0,0,0,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"47",3.91666666666667,"SORGHUM",0,"US",4.5554375,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"48",4,"SORGHUM",0,"US",4.5554375,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"49",4.08333333333333,"COTTON",0,"US",1.335,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"50",4.16666666666667,"COTTON",0,"US",1.335,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"51",4.25,"COTTON",0,"US",1.335,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"52",4.33333333333333,"COTTON",0,"US",1.335,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"53",4.41666666666667,"COTTON",0,"US",1.335,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"54",4.5,"COTTON",0,"US",1.335,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"55",4.58333333333333,"COTTON",0,"US",1.335,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"56",4.66666666666667,"COTTON",0,"US",1.335,0,1,0,0.141512720125,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"57",4.75,"COTTON",0,"US",1.335,0,0,0,0,0,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"58",4.83333333333333,"COTTON",0,"US",1.335,0,0,0,0,0,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"59",4.91666666666667,"COTTON",0,"US",1.335,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"60",5,"COTTON",0,"US",1.335,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"61",5.08333333333333,"SORGHUM",0,"US",4.5554375,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
