"","t","crop","cover","country","annual_yield","fym","biomass_distrib","residues","cc","cc_name","tillage_cr","DR","flag","cf1","cf2","cf3"
"1",0.0833333333333333,"WINTER-WHEAT",0,"FR",7.01,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"2",0.166666666666667,"WINTER-WHEAT",0,"FR",7.01,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"3",0.25,"WINTER-WHEAT",0,"FR",7.01,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"4",0.333333333333333,"WINTER-WHEAT",0,"FR",7.01,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"5",0.416666666666667,"WINTER-WHEAT",0,"FR",7.01,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"6",0.5,"WINTER-WHEAT",0,"FR",7.01,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"7",0.583333333333333,"WINTER-WHEAT",0,"FR",7.01,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"8",0.666666666666667,"WINTER-WHEAT",0,"FR",7.01,0,1,1.52669435,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"9",0.75,"WINTER-WHEAT",0,"FR",7.01,0,0,0,0,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"10",0.833333333333333,"WINTER-WHEAT",0,"FR",7.01,0,0,0,0,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"11",0.916666666666667,"WINTER-WHEAT",0,"FR",7.01,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"12",1,"WINTER-WHEAT",0,"FR",7.01,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"13",1.08333333333333,"DRY-BEAN",0,"FR",2.51,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"14",1.16666666666667,"DRY-BEAN",0,"FR",2.51,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"15",1.25,"DRY-BEAN",0,"FR",2.51,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"16",1.33333333333333,"DRY-BEAN",0,"FR",2.51,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"17",1.41666666666667,"DRY-BEAN",0,"FR",2.51,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"18",1.5,"DRY-BEAN",0,"FR",2.51,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"19",1.58333333333333,"DRY-BEAN",0,"FR",2.51,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"20",1.66666666666667,"DRY-BEAN",0,"FR",2.51,0,1,0.1546306,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"21",1.75,"DRY-BEAN",0,"FR",2.51,0,0,0,0,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"22",1.83333333333333,"DRY-BEAN",0,"FR",2.51,0,0,0,0,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"23",1.91666666666667,"DRY-BEAN",0,"FR",2.51,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"24",2,"DRY-BEAN",0,"FR",2.51,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"25",2.08333333333333,"WINTER-WHEAT",0,"FR",7.01,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"26",2.16666666666667,"WINTER-WHEAT",0,"FR",7.01,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"27",2.25,"WINTER-WHEAT",0,"FR",7.01,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"28",2.33333333333333,"WINTER-WHEAT",0,"FR",7.01,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"29",2.41666666666667,"WINTER-WHEAT",0,"FR",7.01,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"30",2.5,"WINTER-WHEAT",0,"FR",7.01,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"31",2.58333333333333,"WINTER-WHEAT",0,"FR",7.01,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"32",2.66666666666667,"WINTER-WHEAT",0,"FR",7.01,0,1,1.52669435,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"33",2.75,"WINTER-WHEAT",0,"FR",7.01,0,0,0,0,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"34",2.83333333333333,"WINTER-WHEAT",0,"FR",7.01,0,0,0,0,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"35",2.91666666666667,"WINTER-WHEAT",0,"FR",7.01,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"36",3,"WINTER-WHEAT",0,"FR",7.01,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"37",3.08333333333333,"DRY-BEAN",0,"FR",2.51,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"38",3.16666666666667,"DRY-BEAN",0,"FR",2.51,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"39",3.25,"DRY-BEAN",0,"FR",2.51,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"40",3.33333333333333,"DRY-BEAN",0,"FR",2.51,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"41",3.41666666666667,"DRY-BEAN",0,"FR",2.51,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"42",3.5,"DRY-BEAN",0,"FR",2.51,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"43",3.58333333333333,"DRY-BEAN",0,"FR",2.51,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"44",3.66666666666667,"DRY-BEAN",0,"FR",2.51,0,1,0.1546306,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"45",3.75,"DRY-BEAN",0,"FR",2.51,0,0,0,0,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"46",3.83333333333333,"DRY-BEAN",0,"FR",2.51,0,0,0,0,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"47",3.91666666666667,"DRY-BEAN",0,"FR",2.51,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
"48",4,"DRY-BEAN",0,"FR",2.51,0,0,0,1,"winter",0.95,0.48,"Treatment",1,0.333333333333333,0.333333333333333
