"","t","crop","cover","country","annual_yield","fym","biomass_distrib","residues","cc","cc_name","tillage_cr","DR","flag","cf1","cf2","cf3"
"29",2.41666666666667,"WINTER-WHEAT",1,"CN",5.23486842105263,0,0,0,0,"none",0.95,1.44,"Treatment",1,0.333333333333333,1
"30",2.5,"WINTER-WHEAT",1,"CN",5.23486842105263,0,0,0,1,"none",0.95,1.44,"Treatment",1,0.333333333333333,1
"31",2.58333333333333,"WINTER-WHEAT",1,"CN",5.23486842105263,0,0,0,1,"none",0.95,1.44,"Treatment",1,0.333333333333333,1
"32",2.66666666666667,"WINTER-WHEAT",1,"CN",5.23486842105263,0,1,1.14515644407895,1,"none",0.95,1.44,"Treatment",1,0.333333333333333,1
"33",2.75,"WINTER-WHEAT",1,"CN",5.23486842105263,0,0,0,1,"none",0.95,1.44,"Treatment",1,0.333333333333333,1
"34",2.83333333333333,"WINTER-WHEAT",1,"CN",5.23486842105263,0,0,0,0,"none",0.95,1.44,"Treatment",1,0.333333333333333,1
"35",2.91666666666667,"WINTER-WHEAT",1,"CN",5.23486842105263,0,0,0,0,"none",0.95,1.44,"Treatment",1,0.333333333333333,1
"36",3,"WINTER-WHEAT",1,"CN",5.23486842105263,0,0,0,0,"none",0.95,1.44,"Treatment",1,0.333333333333333,1
"37",3.08333333333333,"MAIZE",1,"CN",9.46405,0,0,0,0,"none",0.95,1.44,"Treatment",1,0.333333333333333,1
"38",3.16666666666667,"MAIZE",1,"CN",9.46405,0,0,0,0,"none",0.95,1.44,"Treatment",1,0.333333333333333,1
"39",3.25,"MAIZE",1,"CN",9.46405,0,0,0,0,"none",0.95,1.44,"Treatment",1,0.333333333333333,1
"40",3.33333333333333,"MAIZE",1,"CN",9.46405,0,0,0,0,"none",0.95,1.44,"Treatment",1,0.333333333333333,1
"41",3.41666666666667,"MAIZE",1,"CN",9.46405,0,0,0,0,"none",0.95,1.44,"Treatment",1,0.333333333333333,1
"42",3.5,"MAIZE",1,"CN",9.46405,0,0,0,1,"none",0.95,1.44,"Treatment",1,0.333333333333333,1
"43",3.58333333333333,"MAIZE",1,"CN",9.46405,0,0,0,1,"none",0.95,1.44,"Treatment",1,0.333333333333333,1
"44",3.66666666666667,"MAIZE",1,"CN",9.46405,0,0,0,1,"none",0.95,1.44,"Treatment",1,0.333333333333333,1
"45",3.75,"MAIZE",1,"CN",9.46405,0,1,1.30261028075,1,"none",0.95,1.44,"Treatment",1,0.333333333333333,1
"46",3.83333333333333,"MAIZE",1,"CN",9.46405,0,0,0,0,"none",0.95,1.44,"Treatment",1,0.333333333333333,1
"47",3.91666666666667,"MAIZE",1,"CN",9.46405,0,0,0,0,"none",0.95,1.44,"Treatment",1,0.333333333333333,1
"48",4,"MAIZE",1,"CN",9.46405,0,0,0,0,"none",0.95,1.44,"Treatment",1,0.333333333333333,1
